Running Busy Beaver 5 through Zeroth Field...

---- Execution Report ----
  Position -2338: 1
  Position -2337: 0
  Position -2336: 0
  Position -2335: 1
  Position -2334: 0
  Position -2333: 0
  Position -2332: 1
  Position -2331: 0
  Position -2330: 0
  Position -2329: 1
  Position -2328: 0
  Position -2327: 0
  Position -2326: 1
  Position -2325: 0
  Position -2324: 0
  Position -2323: 1
  Position -2322: 0
  Position -2321: 0
  Position -2320: 1
  Position -2319: 0
  Position -2318: 0
  Position -2317: 1
  Position -2316: 0
  Position -2315: 0
  Position -2314: 1
  Position -2313: 0
  Position -2312: 0
  Position -2311: 1
  Position -2310: 0
  Position -2309: 0
  Position -2308: 1
  Position -2307: 0
  Position -2306: 0
  Position -2305: 1
  Position -2304: 0
  Position -2303: 0
  Position -2302: 1
  Position -2301: 0
  Position -2300: 0
  Position -2299: 1
  Position -2298: 0
  Position -2297: 0
  Position -2296: 1
  Position -2295: 0
  Position -2294: 0
  Position -2293: 1
  Position -2292: 0
  Position -2291: 0
  Position -2290: 1
  Position -2289: 0
  Position -2288: 0
  Position -2287: 1
  Position -2286: 0
  Position -2285: 0
  Position -2284: 1
  Position -2283: 0
  Position -2282: 0
  Position -2281: 1
  Position -2280: 0
  Position -2279: 0
  Position -2278: 1
  Position -2277: 0
  Position -2276: 0
  Position -2275: 1
  Position -2274: 0
  Position -2273: 0
  Position -2272: 1
  Position -2271: 0
  Position -2270: 0
  Position -2269: 1
  Position -2268: 0
  Position -2267: 0
  Position -2266: 1
  Position -2265: 0
  Position -2264: 0
  Position -2263: 1
  Position -2262: 0
  Position -2261: 0
  Position -2260: 1
  Position -2259: 0
  Position -2258: 0
  Position -2257: 1
  Position -2256: 0
  Position -2255: 0
  Position -2254: 1
  Position -2253: 0
  Position -2252: 0
  Position -2251: 1
  Position -2250: 0
  Position -2249: 0
  Position -2248: 1
  Position -2247: 0
  Position -2246: 0
  Position -2245: 1
  Position -2244: 0
  Position -2243: 0
  Position -2242: 1
  Position -2241: 0
  Position -2240: 0
  Position -2239: 1
  Position -2238: 0
  Position -2237: 0
  Position -2236: 1
  Position -2235: 0
  Position -2234: 0
  Position -2233: 1
  Position -2232: 0
  Position -2231: 0
  Position -2230: 1
  Position -2229: 0
  Position -2228: 0
  Position -2227: 1
  Position -2226: 0
  Position -2225: 0
  Position -2224: 1
  Position -2223: 0
  Position -2222: 0
  Position -2221: 1
  Position -2220: 0
  Position -2219: 0
  Position -2218: 1
  Position -2217: 0
  Position -2216: 0
  Position -2215: 1
  Position -2214: 0
  Position -2213: 0
  Position -2212: 1
  Position -2211: 0
  Position -2210: 0
  Position -2209: 1
  Position -2208: 0
  Position -2207: 0
  Position -2206: 1
  Position -2205: 0
  Position -2204: 0
  Position -2203: 1
  Position -2202: 0
  Position -2201: 0
  Position -2200: 1
  Position -2199: 0
  Position -2198: 0
  Position -2197: 1
  Position -2196: 0
  Position -2195: 0
  Position -2194: 1
  Position -2193: 0
  Position -2192: 0
  Position -2191: 1
  Position -2190: 0
  Position -2189: 0
  Position -2188: 1
  Position -2187: 0
  Position -2186: 0
  Position -2185: 1
  Position -2184: 0
  Position -2183: 0
  Position -2182: 1
  Position -2181: 0
  Position -2180: 0
  Position -2179: 1
  Position -2178: 0
  Position -2177: 0
  Position -2176: 1
  Position -2175: 0
  Position -2174: 0
  Position -2173: 1
  Position -2172: 0
  Position -2171: 0
  Position -2170: 1
  Position -2169: 0
  Position -2168: 0
  Position -2167: 1
  Position -2166: 0
  Position -2165: 0
  Position -2164: 1
  Position -2163: 0
  Position -2162: 0
  Position -2161: 1
  Position -2160: 0
  Position -2159: 0
  Position -2158: 1
  Position -2157: 0
  Position -2156: 0
  Position -2155: 1
  Position -2154: 0
  Position -2153: 0
  Position -2152: 1
  Position -2151: 0
  Position -2150: 0
  Position -2149: 1
  Position -2148: 0
  Position -2147: 0
  Position -2146: 1
  Position -2145: 0
  Position -2144: 0
  Position -2143: 1
  Position -2142: 0
  Position -2141: 0
  Position -2140: 1
  Position -2139: 0
  Position -2138: 0
  Position -2137: 1
  Position -2136: 0
  Position -2135: 0
  Position -2134: 1
  Position -2133: 0
  Position -2132: 0
  Position -2131: 1
  Position -2130: 0
  Position -2129: 0
  Position -2128: 1
  Position -2127: 0
  Position -2126: 0
  Position -2125: 1
  Position -2124: 0
  Position -2123: 0
  Position -2122: 1
  Position -2121: 0
  Position -2120: 0
  Position -2119: 1
  Position -2118: 0
  Position -2117: 0
  Position -2116: 1
  Position -2115: 0
  Position -2114: 0
  Position -2113: 1
  Position -2112: 0
  Position -2111: 0
  Position -2110: 1
  Position -2109: 0
  Position -2108: 0
  Position -2107: 1
  Position -2106: 0
  Position -2105: 0
  Position -2104: 1
  Position -2103: 0
  Position -2102: 0
  Position -2101: 1
  Position -2100: 0
  Position -2099: 0
  Position -2098: 1
  Position -2097: 0
  Position -2096: 0
  Position -2095: 1
  Position -2094: 0
  Position -2093: 0
  Position -2092: 1
  Position -2091: 0
  Position -2090: 0
  Position -2089: 1
  Position -2088: 0
  Position -2087: 0
  Position -2086: 1
  Position -2085: 0
  Position -2084: 0
  Position -2083: 1
  Position -2082: 0
  Position -2081: 0
  Position -2080: 1
  Position -2079: 0
  Position -2078: 0
  Position -2077: 1
  Position -2076: 0
  Position -2075: 0
  Position -2074: 1
  Position -2073: 0
  Position -2072: 0
  Position -2071: 1
  Position -2070: 0
  Position -2069: 0
  Position -2068: 1
  Position -2067: 0
  Position -2066: 0
  Position -2065: 1
  Position -2064: 0
  Position -2063: 0
  Position -2062: 1
  Position -2061: 0
  Position -2060: 0
  Position -2059: 1
  Position -2058: 0
  Position -2057: 0
  Position -2056: 1
  Position -2055: 0
  Position -2054: 0
  Position -2053: 1
  Position -2052: 0
  Position -2051: 0
  Position -2050: 1
  Position -2049: 0
  Position -2048: 0
  Position -2047: 1
  Position -2046: 0
  Position -2045: 0
  Position -2044: 1
  Position -2043: 0
  Position -2042: 0
  Position -2041: 1
  Position -2040: 0
  Position -2039: 0
  Position -2038: 1
  Position -2037: 0
  Position -2036: 0
  Position -2035: 1
  Position -2034: 0
  Position -2033: 0
  Position -2032: 1
  Position -2031: 0
  Position -2030: 0
  Position -2029: 1
  Position -2028: 0
  Position -2027: 0
  Position -2026: 1
  Position -2025: 0
  Position -2024: 0
  Position -2023: 1
  Position -2022: 0
  Position -2021: 0
  Position -2020: 1
  Position -2019: 0
  Position -2018: 0
  Position -2017: 1
  Position -2016: 0
  Position -2015: 0
  Position -2014: 1
  Position -2013: 0
  Position -2012: 0
  Position -2011: 1
  Position -2010: 0
  Position -2009: 0
  Position -2008: 1
  Position -2007: 0
  Position -2006: 0
  Position -2005: 1
  Position -2004: 0
  Position -2003: 0
  Position -2002: 1
  Position -2001: 0
  Position -2000: 0
  Position -1999: 1
  Position -1998: 0
  Position -1997: 0
  Position -1996: 1
  Position -1995: 0
  Position -1994: 0
  Position -1993: 1
  Position -1992: 0
  Position -1991: 0
  Position -1990: 1
  Position -1989: 0
  Position -1988: 0
  Position -1987: 1
  Position -1986: 0
  Position -1985: 0
  Position -1984: 1
  Position -1983: 0
  Position -1982: 0
  Position -1981: 1
  Position -1980: 0
  Position -1979: 0
  Position -1978: 1
  Position -1977: 0
  Position -1976: 0
  Position -1975: 1
  Position -1974: 0
  Position -1973: 0
  Position -1972: 1
  Position -1971: 0
  Position -1970: 0
  Position -1969: 1
  Position -1968: 0
  Position -1967: 0
  Position -1966: 1
  Position -1965: 0
  Position -1964: 0
  Position -1963: 1
  Position -1962: 0
  Position -1961: 0
  Position -1960: 1
  Position -1959: 0
  Position -1958: 0
  Position -1957: 1
  Position -1956: 0
  Position -1955: 0
  Position -1954: 1
  Position -1953: 0
  Position -1952: 0
  Position -1951: 1
  Position -1950: 0
  Position -1949: 0
  Position -1948: 1
  Position -1947: 0
  Position -1946: 0
  Position -1945: 1
  Position -1944: 0
  Position -1943: 0
  Position -1942: 1
  Position -1941: 0
  Position -1940: 0
  Position -1939: 1
  Position -1938: 0
  Position -1937: 0
  Position -1936: 1
  Position -1935: 0
  Position -1934: 0
  Position -1933: 1
  Position -1932: 0
  Position -1931: 0
  Position -1930: 1
  Position -1929: 0
  Position -1928: 0
  Position -1927: 1
  Position -1926: 0
  Position -1925: 0
  Position -1924: 1
  Position -1923: 0
  Position -1922: 0
  Position -1921: 1
  Position -1920: 0
  Position -1919: 0
  Position -1918: 1
  Position -1917: 0
  Position -1916: 0
  Position -1915: 1
  Position -1914: 0
  Position -1913: 0
  Position -1912: 1
  Position -1911: 0
  Position -1910: 0
  Position -1909: 1
  Position -1908: 0
  Position -1907: 0
  Position -1906: 1
  Position -1905: 0
  Position -1904: 0
  Position -1903: 1
  Position -1902: 0
  Position -1901: 0
  Position -1900: 1
  Position -1899: 0
  Position -1898: 0
  Position -1897: 1
  Position -1896: 0
  Position -1895: 0
  Position -1894: 1
  Position -1893: 0
  Position -1892: 0
  Position -1891: 1
  Position -1890: 0
  Position -1889: 0
  Position -1888: 1
  Position -1887: 0
  Position -1886: 0
  Position -1885: 1
  Position -1884: 0
  Position -1883: 0
  Position -1882: 1
  Position -1881: 0
  Position -1880: 0
  Position -1879: 1
  Position -1878: 0
  Position -1877: 0
  Position -1876: 1
  Position -1875: 0
  Position -1874: 0
  Position -1873: 1
  Position -1872: 0
  Position -1871: 0
  Position -1870: 1
  Position -1869: 0
  Position -1868: 0
  Position -1867: 1
  Position -1866: 0
  Position -1865: 0
  Position -1864: 1
  Position -1863: 0
  Position -1862: 0
  Position -1861: 1
  Position -1860: 0
  Position -1859: 0
  Position -1858: 1
  Position -1857: 0
  Position -1856: 0
  Position -1855: 1
  Position -1854: 0
  Position -1853: 0
  Position -1852: 1
  Position -1851: 0
  Position -1850: 0
  Position -1849: 1
  Position -1848: 0
  Position -1847: 0
  Position -1846: 1
  Position -1845: 0
  Position -1844: 0
  Position -1843: 1
  Position -1842: 0
  Position -1841: 0
  Position -1840: 1
  Position -1839: 0
  Position -1838: 0
  Position -1837: 1
  Position -1836: 0
  Position -1835: 0
  Position -1834: 1
  Position -1833: 0
  Position -1832: 0
  Position -1831: 1
  Position -1830: 0
  Position -1829: 0
  Position -1828: 1
  Position -1827: 0
  Position -1826: 0
  Position -1825: 1
  Position -1824: 0
  Position -1823: 0
  Position -1822: 1
  Position -1821: 0
  Position -1820: 0
  Position -1819: 1
  Position -1818: 0
  Position -1817: 0
  Position -1816: 1
  Position -1815: 0
  Position -1814: 0
  Position -1813: 1
  Position -1812: 0
  Position -1811: 0
  Position -1810: 1
  Position -1809: 0
  Position -1808: 0
  Position -1807: 1
  Position -1806: 0
  Position -1805: 0
  Position -1804: 1
  Position -1803: 0
  Position -1802: 0
  Position -1801: 1
  Position -1800: 0
  Position -1799: 0
  Position -1798: 1
  Position -1797: 0
  Position -1796: 0
  Position -1795: 1
  Position -1794: 0
  Position -1793: 0
  Position -1792: 1
  Position -1791: 0
  Position -1790: 0
  Position -1789: 1
  Position -1788: 0
  Position -1787: 0
  Position -1786: 1
  Position -1785: 0
  Position -1784: 0
  Position -1783: 1
  Position -1782: 0
  Position -1781: 0
  Position -1780: 1
  Position -1779: 0
  Position -1778: 0
  Position -1777: 1
  Position -1776: 0
  Position -1775: 0
  Position -1774: 1
  Position -1773: 0
  Position -1772: 0
  Position -1771: 1
  Position -1770: 0
  Position -1769: 0
  Position -1768: 1
  Position -1767: 0
  Position -1766: 0
  Position -1765: 1
  Position -1764: 0
  Position -1763: 0
  Position -1762: 1
  Position -1761: 0
  Position -1760: 0
  Position -1759: 1
  Position -1758: 0
  Position -1757: 0
  Position -1756: 1
  Position -1755: 0
  Position -1754: 0
  Position -1753: 1
  Position -1752: 0
  Position -1751: 0
  Position -1750: 1
  Position -1749: 0
  Position -1748: 0
  Position -1747: 1
  Position -1746: 0
  Position -1745: 0
  Position -1744: 1
  Position -1743: 0
  Position -1742: 0
  Position -1741: 1
  Position -1740: 0
  Position -1739: 0
  Position -1738: 1
  Position -1737: 0
  Position -1736: 0
  Position -1735: 1
  Position -1734: 0
  Position -1733: 0
  Position -1732: 1
  Position -1731: 0
  Position -1730: 0
  Position -1729: 1
  Position -1728: 0
  Position -1727: 0
  Position -1726: 1
  Position -1725: 0
  Position -1724: 0
  Position -1723: 1
  Position -1722: 0
  Position -1721: 0
  Position -1720: 1
  Position -1719: 0
  Position -1718: 0
  Position -1717: 1
  Position -1716: 0
  Position -1715: 0
  Position -1714: 1
  Position -1713: 0
  Position -1712: 0
  Position -1711: 1
  Position -1710: 0
  Position -1709: 0
  Position -1708: 1
  Position -1707: 0
  Position -1706: 0
  Position -1705: 1
  Position -1704: 0
  Position -1703: 0
  Position -1702: 1
  Position -1701: 0
  Position -1700: 0
  Position -1699: 1
  Position -1698: 0
  Position -1697: 0
  Position -1696: 1
  Position -1695: 0
  Position -1694: 0
  Position -1693: 1
  Position -1692: 0
  Position -1691: 0
  Position -1690: 1
  Position -1689: 0
  Position -1688: 0
  Position -1687: 1
  Position -1686: 0
  Position -1685: 0
  Position -1684: 1
  Position -1683: 0
  Position -1682: 0
  Position -1681: 1
  Position -1680: 0
  Position -1679: 0
  Position -1678: 1
  Position -1677: 0
  Position -1676: 0
  Position -1675: 1
  Position -1674: 0
  Position -1673: 0
  Position -1672: 1
  Position -1671: 0
  Position -1670: 0
  Position -1669: 1
  Position -1668: 0
  Position -1667: 0
  Position -1666: 1
  Position -1665: 0
  Position -1664: 0
  Position -1663: 1
  Position -1662: 0
  Position -1661: 0
  Position -1660: 1
  Position -1659: 0
  Position -1658: 0
  Position -1657: 1
  Position -1656: 0
  Position -1655: 0
  Position -1654: 1
  Position -1653: 0
  Position -1652: 0
  Position -1651: 1
  Position -1650: 0
  Position -1649: 0
  Position -1648: 1
  Position -1647: 0
  Position -1646: 0
  Position -1645: 1
  Position -1644: 0
  Position -1643: 0
  Position -1642: 1
  Position -1641: 0
  Position -1640: 0
  Position -1639: 1
  Position -1638: 0
  Position -1637: 0
  Position -1636: 1
  Position -1635: 0
  Position -1634: 0
  Position -1633: 1
  Position -1632: 0
  Position -1631: 0
  Position -1630: 1
  Position -1629: 0
  Position -1628: 0
  Position -1627: 1
  Position -1626: 0
  Position -1625: 0
  Position -1624: 1
  Position -1623: 0
  Position -1622: 0
  Position -1621: 1
  Position -1620: 0
  Position -1619: 0
  Position -1618: 1
  Position -1617: 0
  Position -1616: 0
  Position -1615: 1
  Position -1614: 0
  Position -1613: 0
  Position -1612: 1
  Position -1611: 0
  Position -1610: 0
  Position -1609: 1
  Position -1608: 0
  Position -1607: 0
  Position -1606: 1
  Position -1605: 0
  Position -1604: 0
  Position -1603: 1
  Position -1602: 0
  Position -1601: 0
  Position -1600: 1
  Position -1599: 0
  Position -1598: 0
  Position -1597: 1
  Position -1596: 0
  Position -1595: 0
  Position -1594: 1
  Position -1593: 0
  Position -1592: 0
  Position -1591: 1
  Position -1590: 0
  Position -1589: 0
  Position -1588: 1
  Position -1587: 0
  Position -1586: 0
  Position -1585: 1
  Position -1584: 0
  Position -1583: 0
  Position -1582: 1
  Position -1581: 0
  Position -1580: 0
  Position -1579: 1
  Position -1578: 0
  Position -1577: 0
  Position -1576: 1
  Position -1575: 0
  Position -1574: 0
  Position -1573: 1
  Position -1572: 0
  Position -1571: 0
  Position -1570: 1
  Position -1569: 0
  Position -1568: 0
  Position -1567: 1
  Position -1566: 0
  Position -1565: 0
  Position -1564: 1
  Position -1563: 0
  Position -1562: 0
  Position -1561: 1
  Position -1560: 0
  Position -1559: 0
  Position -1558: 1
  Position -1557: 0
  Position -1556: 0
  Position -1555: 1
  Position -1554: 0
  Position -1553: 0
  Position -1552: 1
  Position -1551: 0
  Position -1550: 0
  Position -1549: 1
  Position -1548: 0
  Position -1547: 0
  Position -1546: 1
  Position -1545: 0
  Position -1544: 0
  Position -1543: 1
  Position -1542: 0
  Position -1541: 0
  Position -1540: 1
  Position -1539: 0
  Position -1538: 0
  Position -1537: 1
  Position -1536: 0
  Position -1535: 0
  Position -1534: 1
  Position -1533: 0
  Position -1532: 0
  Position -1531: 1
  Position -1530: 0
  Position -1529: 0
  Position -1528: 1
  Position -1527: 0
  Position -1526: 0
  Position -1525: 1
  Position -1524: 0
  Position -1523: 0
  Position -1522: 1
  Position -1521: 0
  Position -1520: 0
  Position -1519: 1
  Position -1518: 0
  Position -1517: 0
  Position -1516: 1
  Position -1515: 0
  Position -1514: 0
  Position -1513: 1
  Position -1512: 0
  Position -1511: 0
  Position -1510: 1
  Position -1509: 0
  Position -1508: 0
  Position -1507: 1
  Position -1506: 0
  Position -1505: 0
  Position -1504: 1
  Position -1503: 0
  Position -1502: 0
  Position -1501: 1
  Position -1500: 0
  Position -1499: 0
  Position -1498: 1
  Position -1497: 0
  Position -1496: 0
  Position -1495: 1
  Position -1494: 0
  Position -1493: 0
  Position -1492: 1
  Position -1491: 0
  Position -1490: 0
  Position -1489: 1
  Position -1488: 0
  Position -1487: 0
  Position -1486: 1
  Position -1485: 0
  Position -1484: 0
  Position -1483: 1
  Position -1482: 0
  Position -1481: 0
  Position -1480: 1
  Position -1479: 0
  Position -1478: 0
  Position -1477: 1
  Position -1476: 0
  Position -1475: 0
  Position -1474: 1
  Position -1473: 0
  Position -1472: 0
  Position -1471: 1
  Position -1470: 0
  Position -1469: 0
  Position -1468: 1
  Position -1467: 0
  Position -1466: 0
  Position -1465: 1
  Position -1464: 0
  Position -1463: 0
  Position -1462: 1
  Position -1461: 0
  Position -1460: 0
  Position -1459: 1
  Position -1458: 0
  Position -1457: 0
  Position -1456: 1
  Position -1455: 0
  Position -1454: 0
  Position -1453: 1
  Position -1452: 0
  Position -1451: 0
  Position -1450: 1
  Position -1449: 0
  Position -1448: 0
  Position -1447: 1
  Position -1446: 0
  Position -1445: 0
  Position -1444: 1
  Position -1443: 0
  Position -1442: 0
  Position -1441: 1
  Position -1440: 0
  Position -1439: 0
  Position -1438: 1
  Position -1437: 0
  Position -1436: 0
  Position -1435: 1
  Position -1434: 0
  Position -1433: 0
  Position -1432: 1
  Position -1431: 0
  Position -1430: 0
  Position -1429: 1
  Position -1428: 0
  Position -1427: 0
  Position -1426: 1
  Position -1425: 0
  Position -1424: 0
  Position -1423: 1
  Position -1422: 0
  Position -1421: 0
  Position -1420: 1
  Position -1419: 0
  Position -1418: 0
  Position -1417: 1
  Position -1416: 0
  Position -1415: 0
  Position -1414: 1
  Position -1413: 0
  Position -1412: 0
  Position -1411: 1
  Position -1410: 0
  Position -1409: 0
  Position -1408: 1
  Position -1407: 0
  Position -1406: 0
  Position -1405: 1
  Position -1404: 0
  Position -1403: 0
  Position -1402: 1
  Position -1401: 0
  Position -1400: 0
  Position -1399: 1
  Position -1398: 0
  Position -1397: 0
  Position -1396: 1
  Position -1395: 0
  Position -1394: 0
  Position -1393: 1
  Position -1392: 0
  Position -1391: 0
  Position -1390: 1
  Position -1389: 0
  Position -1388: 0
  Position -1387: 1
  Position -1386: 0
  Position -1385: 0
  Position -1384: 1
  Position -1383: 0
  Position -1382: 0
  Position -1381: 1
  Position -1380: 0
  Position -1379: 0
  Position -1378: 1
  Position -1377: 0
  Position -1376: 0
  Position -1375: 1
  Position -1374: 0
  Position -1373: 0
  Position -1372: 1
  Position -1371: 0
  Position -1370: 0
  Position -1369: 1
  Position -1368: 0
  Position -1367: 0
  Position -1366: 1
  Position -1365: 0
  Position -1364: 0
  Position -1363: 1
  Position -1362: 0
  Position -1361: 0
  Position -1360: 1
  Position -1359: 0
  Position -1358: 0
  Position -1357: 1
  Position -1356: 0
  Position -1355: 0
  Position -1354: 1
  Position -1353: 0
  Position -1352: 0
  Position -1351: 1
  Position -1350: 0
  Position -1349: 0
  Position -1348: 1
  Position -1347: 0
  Position -1346: 0
  Position -1345: 1
  Position -1344: 0
  Position -1343: 0
  Position -1342: 1
  Position -1341: 0
  Position -1340: 0
  Position -1339: 1
  Position -1338: 0
  Position -1337: 0
  Position -1336: 1
  Position -1335: 0
  Position -1334: 0
  Position -1333: 1
  Position -1332: 0
  Position -1331: 0
  Position -1330: 1
  Position -1329: 0
  Position -1328: 0
  Position -1327: 1
  Position -1326: 0
  Position -1325: 0
  Position -1324: 1
  Position -1323: 0
  Position -1322: 0
  Position -1321: 1
  Position -1320: 0
  Position -1319: 0
  Position -1318: 1
  Position -1317: 0
  Position -1316: 0
  Position -1315: 1
  Position -1314: 0
  Position -1313: 0
  Position -1312: 1
  Position -1311: 0
  Position -1310: 0
  Position -1309: 1
  Position -1308: 0
  Position -1307: 0
  Position -1306: 1
  Position -1305: 0
  Position -1304: 0
  Position -1303: 1
  Position -1302: 0
  Position -1301: 0
  Position -1300: 1
  Position -1299: 0
  Position -1298: 0
  Position -1297: 1
  Position -1296: 0
  Position -1295: 0
  Position -1294: 1
  Position -1293: 0
  Position -1292: 0
  Position -1291: 1
  Position -1290: 0
  Position -1289: 0
  Position -1288: 1
  Position -1287: 0
  Position -1286: 0
  Position -1285: 1
  Position -1284: 0
  Position -1283: 0
  Position -1282: 1
  Position -1281: 0
  Position -1280: 0
  Position -1279: 1
  Position -1278: 0
  Position -1277: 0
  Position -1276: 1
  Position -1275: 0
  Position -1274: 0
  Position -1273: 1
  Position -1272: 0
  Position -1271: 0
  Position -1270: 1
  Position -1269: 0
  Position -1268: 0
  Position -1267: 1
  Position -1266: 0
  Position -1265: 0
  Position -1264: 1
  Position -1263: 0
  Position -1262: 0
  Position -1261: 1
  Position -1260: 0
  Position -1259: 0
  Position -1258: 1
  Position -1257: 0
  Position -1256: 0
  Position -1255: 1
  Position -1254: 0
  Position -1253: 0
  Position -1252: 1
  Position -1251: 0
  Position -1250: 0
  Position -1249: 1
  Position -1248: 0
  Position -1247: 0
  Position -1246: 1
  Position -1245: 0
  Position -1244: 0
  Position -1243: 1
  Position -1242: 0
  Position -1241: 0
  Position -1240: 1
  Position -1239: 0
  Position -1238: 0
  Position -1237: 1
  Position -1236: 0
  Position -1235: 0
  Position -1234: 1
  Position -1233: 0
  Position -1232: 0
  Position -1231: 1
  Position -1230: 0
  Position -1229: 0
  Position -1228: 1
  Position -1227: 0
  Position -1226: 0
  Position -1225: 1
  Position -1224: 0
  Position -1223: 0
  Position -1222: 1
  Position -1221: 0
  Position -1220: 0
  Position -1219: 1
  Position -1218: 0
  Position -1217: 0
  Position -1216: 1
  Position -1215: 0
  Position -1214: 0
  Position -1213: 1
  Position -1212: 0
  Position -1211: 0
  Position -1210: 1
  Position -1209: 0
  Position -1208: 0
  Position -1207: 1
  Position -1206: 0
  Position -1205: 0
  Position -1204: 1
  Position -1203: 0
  Position -1202: 0
  Position -1201: 1
  Position -1200: 0
  Position -1199: 0
  Position -1198: 1
  Position -1197: 0
  Position -1196: 0
  Position -1195: 1
  Position -1194: 0
  Position -1193: 0
  Position -1192: 1
  Position -1191: 0
  Position -1190: 0
  Position -1189: 1
  Position -1188: 0
  Position -1187: 0
  Position -1186: 1
  Position -1185: 0
  Position -1184: 0
  Position -1183: 1
  Position -1182: 0
  Position -1181: 0
  Position -1180: 1
  Position -1179: 0
  Position -1178: 0
  Position -1177: 1
  Position -1176: 0
  Position -1175: 0
  Position -1174: 1
  Position -1173: 0
  Position -1172: 0
  Position -1171: 1
  Position -1170: 0
  Position -1169: 0
  Position -1168: 1
  Position -1167: 0
  Position -1166: 0
  Position -1165: 1
  Position -1164: 0
  Position -1163: 0
  Position -1162: 1
  Position -1161: 0
  Position -1160: 0
  Position -1159: 1
  Position -1158: 0
  Position -1157: 0
  Position -1156: 1
  Position -1155: 0
  Position -1154: 0
  Position -1153: 1
  Position -1152: 0
  Position -1151: 0
  Position -1150: 1
  Position -1149: 0
  Position -1148: 0
  Position -1147: 1
  Position -1146: 0
  Position -1145: 0
  Position -1144: 1
  Position -1143: 0
  Position -1142: 0
  Position -1141: 1
  Position -1140: 0
  Position -1139: 0
  Position -1138: 1
  Position -1137: 0
  Position -1136: 0
  Position -1135: 1
  Position -1134: 0
  Position -1133: 0
  Position -1132: 1
  Position -1131: 0
  Position -1130: 0
  Position -1129: 1
  Position -1128: 0
  Position -1127: 0
  Position -1126: 1
  Position -1125: 0
  Position -1124: 0
  Position -1123: 1
  Position -1122: 0
  Position -1121: 0
  Position -1120: 1
  Position -1119: 0
  Position -1118: 0
  Position -1117: 1
  Position -1116: 0
  Position -1115: 0
  Position -1114: 1
  Position -1113: 0
  Position -1112: 0
  Position -1111: 1
  Position -1110: 0
  Position -1109: 0
  Position -1108: 1
  Position -1107: 0
  Position -1106: 0
  Position -1105: 1
  Position -1104: 0
  Position -1103: 0
  Position -1102: 1
  Position -1101: 0
  Position -1100: 0
  Position -1099: 1
  Position -1098: 0
  Position -1097: 0
  Position -1096: 1
  Position -1095: 0
  Position -1094: 0
  Position -1093: 1
  Position -1092: 0
  Position -1091: 0
  Position -1090: 1
  Position -1089: 0
  Position -1088: 0
  Position -1087: 1
  Position -1086: 0
  Position -1085: 0
  Position -1084: 1
  Position -1083: 0
  Position -1082: 0
  Position -1081: 1
  Position -1080: 0
  Position -1079: 0
  Position -1078: 1
  Position -1077: 0
  Position -1076: 0
  Position -1075: 1
  Position -1074: 0
  Position -1073: 0
  Position -1072: 1
  Position -1071: 0
  Position -1070: 0
  Position -1069: 1
  Position -1068: 0
  Position -1067: 0
  Position -1066: 1
  Position -1065: 0
  Position -1064: 0
  Position -1063: 1
  Position -1062: 0
  Position -1061: 0
  Position -1060: 1
  Position -1059: 0
  Position -1058: 0
  Position -1057: 1
  Position -1056: 0
  Position -1055: 0
  Position -1054: 1
  Position -1053: 0
  Position -1052: 0
  Position -1051: 1
  Position -1050: 0
  Position -1049: 0
  Position -1048: 1
  Position -1047: 0
  Position -1046: 0
  Position -1045: 1
  Position -1044: 0
  Position -1043: 0
  Position -1042: 1
  Position -1041: 0
  Position -1040: 0
  Position -1039: 1
  Position -1038: 0
  Position -1037: 0
  Position -1036: 1
  Position -1035: 0
  Position -1034: 0
  Position -1033: 1
  Position -1032: 0
  Position -1031: 0
  Position -1030: 1
  Position -1029: 0
  Position -1028: 0
  Position -1027: 1
  Position -1026: 0
  Position -1025: 0
  Position -1024: 1
  Position -1023: 0
  Position -1022: 0
  Position -1021: 1
  Position -1020: 0
  Position -1019: 0
  Position -1018: 1
  Position -1017: 0
  Position -1016: 0
  Position -1015: 1
  Position -1014: 0
  Position -1013: 0
  Position -1012: 1
  Position -1011: 0
  Position -1010: 0
  Position -1009: 1
  Position -1008: 0
  Position -1007: 0
  Position -1006: 1
  Position -1005: 0
  Position -1004: 0
  Position -1003: 1
  Position -1002: 0
  Position -1001: 0
  Position -1000: 1
  Position -999: 0
  Position -998: 0
  Position -997: 1
  Position -996: 0
  Position -995: 0
  Position -994: 1
  Position -993: 0
  Position -992: 0
  Position -991: 1
  Position -990: 0
  Position -989: 0
  Position -988: 1
  Position -987: 0
  Position -986: 0
  Position -985: 1
  Position -984: 0
  Position -983: 0
  Position -982: 1
  Position -981: 0
  Position -980: 0
  Position -979: 1
  Position -978: 0
  Position -977: 0
  Position -976: 1
  Position -975: 0
  Position -974: 0
  Position -973: 1
  Position -972: 0
  Position -971: 0
  Position -970: 1
  Position -969: 0
  Position -968: 0
  Position -967: 1
  Position -966: 0
  Position -965: 0
  Position -964: 1
  Position -963: 0
  Position -962: 0
  Position -961: 1
  Position -960: 0
  Position -959: 0
  Position -958: 1
  Position -957: 0
  Position -956: 0
  Position -955: 1
  Position -954: 0
  Position -953: 0
  Position -952: 1
  Position -951: 0
  Position -950: 0
  Position -949: 1
  Position -948: 0
  Position -947: 0
  Position -946: 1
  Position -945: 0
  Position -944: 0
  Position -943: 1
  Position -942: 0
  Position -941: 0
  Position -940: 1
  Position -939: 0
  Position -938: 0
  Position -937: 1
  Position -936: 0
