Running Busy Beaver 5 through Zeroth Field...

---- Execution Report ----
  Position -9895: 1
  Position -9894: 0
  Position -9893: 0
  Position -9892: 1
  Position -9891: 0
  Position -9890: 0
  Position -9889: 1
  Position -9888: 0
  Position -9887: 0
  Position -9886: 1
  Position -9885: 0
  Position -9884: 0
  Position -9883: 1
  Position -9882: 0
  Position -9881: 0
  Position -9880: 1
  Position -9879: 0
  Position -9878: 0
  Position -9877: 1
  Position -9876: 0
  Position -9875: 0
  Position -9874: 1
  Position -9873: 0
  Position -9872: 0
  Position -9871: 1
  Position -9870: 0
  Position -9869: 0
  Position -9868: 1
  Position -9867: 0
  Position -9866: 0
  Position -9865: 1
  Position -9864: 0
  Position -9863: 0
  Position -9862: 1
  Position -9861: 0
  Position -9860: 0
  Position -9859: 1
  Position -9858: 0
  Position -9857: 0
  Position -9856: 1
  Position -9855: 0
  Position -9854: 0
  Position -9853: 1
  Position -9852: 0
  Position -9851: 0
  Position -9850: 1
  Position -9849: 0
  Position -9848: 0
  Position -9847: 1
  Position -9846: 0
  Position -9845: 0
  Position -9844: 1
  Position -9843: 0
  Position -9842: 0
  Position -9841: 1
  Position -9840: 0
  Position -9839: 0
  Position -9838: 1
  Position -9837: 0
  Position -9836: 0
  Position -9835: 1
  Position -9834: 0
  Position -9833: 0
  Position -9832: 1
  Position -9831: 0
  Position -9830: 0
  Position -9829: 1
  Position -9828: 0
  Position -9827: 0
  Position -9826: 1
  Position -9825: 0
  Position -9824: 0
  Position -9823: 1
  Position -9822: 0
  Position -9821: 0
  Position -9820: 1
  Position -9819: 0
  Position -9818: 0
  Position -9817: 1
  Position -9816: 0
  Position -9815: 0
  Position -9814: 1
  Position -9813: 0
  Position -9812: 0
  Position -9811: 1
  Position -9810: 0
  Position -9809: 0
  Position -9808: 1
  Position -9807: 0
  Position -9806: 0
  Position -9805: 1
  Position -9804: 0
  Position -9803: 0
  Position -9802: 1
  Position -9801: 0
  Position -9800: 0
  Position -9799: 1
  Position -9798: 0
  Position -9797: 0
  Position -9796: 1
  Position -9795: 0
  Position -9794: 0
  Position -9793: 1
  Position -9792: 0
  Position -9791: 0
  Position -9790: 1
  Position -9789: 0
  Position -9788: 0
  Position -9787: 1
  Position -9786: 0
  Position -9785: 0
  Position -9784: 1
  Position -9783: 0
  Position -9782: 0
  Position -9781: 1
  Position -9780: 0
  Position -9779: 0
  Position -9778: 1
  Position -9777: 0
  Position -9776: 0
  Position -9775: 1
  Position -9774: 0
  Position -9773: 0
  Position -9772: 1
  Position -9771: 0
  Position -9770: 0
  Position -9769: 1
  Position -9768: 0
  Position -9767: 0
  Position -9766: 1
  Position -9765: 0
  Position -9764: 0
  Position -9763: 1
  Position -9762: 0
  Position -9761: 0
  Position -9760: 1
  Position -9759: 0
  Position -9758: 0
  Position -9757: 1
  Position -9756: 0
  Position -9755: 0
  Position -9754: 1
  Position -9753: 0
  Position -9752: 0
  Position -9751: 1
  Position -9750: 0
  Position -9749: 0
  Position -9748: 1
  Position -9747: 0
  Position -9746: 0
  Position -9745: 1
  Position -9744: 0
  Position -9743: 0
  Position -9742: 1
  Position -9741: 0
  Position -9740: 0
  Position -9739: 1
  Position -9738: 0
  Position -9737: 0
  Position -9736: 1
  Position -9735: 0
  Position -9734: 0
  Position -9733: 1
  Position -9732: 0
  Position -9731: 0
  Position -9730: 1
  Position -9729: 0
  Position -9728: 0
  Position -9727: 1
  Position -9726: 0
  Position -9725: 0
  Position -9724: 1
  Position -9723: 0
  Position -9722: 0
  Position -9721: 1
  Position -9720: 0
  Position -9719: 0
  Position -9718: 1
  Position -9717: 0
  Position -9716: 0
  Position -9715: 1
  Position -9714: 0
  Position -9713: 0
  Position -9712: 1
  Position -9711: 0
  Position -9710: 0
  Position -9709: 1
  Position -9708: 0
  Position -9707: 0
  Position -9706: 1
  Position -9705: 0
  Position -9704: 0
  Position -9703: 1
  Position -9702: 0
  Position -9701: 0
  Position -9700: 1
  Position -9699: 0
  Position -9698: 0
  Position -9697: 1
  Position -9696: 0
  Position -9695: 0
  Position -9694: 1
  Position -9693: 0
  Position -9692: 0
  Position -9691: 1
  Position -9690: 0
  Position -9689: 0
  Position -9688: 1
  Position -9687: 0
  Position -9686: 0
  Position -9685: 1
  Position -9684: 0
  Position -9683: 0
  Position -9682: 1
  Position -9681: 0
  Position -9680: 0
  Position -9679: 1
  Position -9678: 0
  Position -9677: 0
  Position -9676: 1
  Position -9675: 0
  Position -9674: 0
  Position -9673: 1
  Position -9672: 0
  Position -9671: 0
  Position -9670: 1
  Position -9669: 0
  Position -9668: 0
  Position -9667: 1
  Position -9666: 0
  Position -9665: 0
  Position -9664: 1
  Position -9663: 0
  Position -9662: 0
  Position -9661: 1
  Position -9660: 0
  Position -9659: 0
  Position -9658: 1
  Position -9657: 0
  Position -9656: 0
  Position -9655: 1
  Position -9654: 0
  Position -9653: 0
  Position -9652: 1
  Position -9651: 0
  Position -9650: 0
  Position -9649: 1
  Position -9648: 0
  Position -9647: 0
  Position -9646: 1
  Position -9645: 0
  Position -9644: 0
  Position -9643: 1
  Position -9642: 0
  Position -9641: 0
  Position -9640: 1
  Position -9639: 0
  Position -9638: 0
  Position -9637: 1
  Position -9636: 0
  Position -9635: 0
  Position -9634: 1
  Position -9633: 0
  Position -9632: 0
  Position -9631: 1
  Position -9630: 0
  Position -9629: 0
  Position -9628: 1
  Position -9627: 0
  Position -9626: 0
  Position -9625: 1
  Position -9624: 0
  Position -9623: 0
  Position -9622: 1
  Position -9621: 0
  Position -9620: 0
  Position -9619: 1
  Position -9618: 0
  Position -9617: 0
  Position -9616: 1
  Position -9615: 0
  Position -9614: 0
  Position -9613: 1
  Position -9612: 0
  Position -9611: 0
  Position -9610: 1
  Position -9609: 0
  Position -9608: 0
  Position -9607: 1
  Position -9606: 0
  Position -9605: 0
  Position -9604: 1
  Position -9603: 0
  Position -9602: 0
  Position -9601: 1
  Position -9600: 0
  Position -9599: 0
  Position -9598: 1
  Position -9597: 0
  Position -9596: 0
  Position -9595: 1
  Position -9594: 0
  Position -9593: 0
  Position -9592: 1
  Position -9591: 0
  Position -9590: 0
  Position -9589: 1
  Position -9588: 0
  Position -9587: 0
  Position -9586: 1
  Position -9585: 0
  Position -9584: 0
  Position -9583: 1
  Position -9582: 0
  Position -9581: 0
  Position -9580: 1
  Position -9579: 0
  Position -9578: 0
  Position -9577: 1
  Position -9576: 0
  Position -9575: 0
  Position -9574: 1
  Position -9573: 0
  Position -9572: 0
  Position -9571: 1
  Position -9570: 0
  Position -9569: 0
  Position -9568: 1
  Position -9567: 0
  Position -9566: 0
  Position -9565: 1
  Position -9564: 0
  Position -9563: 0
  Position -9562: 1
  Position -9561: 0
  Position -9560: 0
  Position -9559: 1
  Position -9558: 0
  Position -9557: 0
  Position -9556: 1
  Position -9555: 0
  Position -9554: 0
  Position -9553: 1
  Position -9552: 0
  Position -9551: 0
  Position -9550: 1
  Position -9549: 0
  Position -9548: 0
  Position -9547: 1
  Position -9546: 0
  Position -9545: 0
  Position -9544: 1
  Position -9543: 0
  Position -9542: 0
  Position -9541: 1
  Position -9540: 0
  Position -9539: 0
  Position -9538: 1
  Position -9537: 0
  Position -9536: 0
  Position -9535: 1
  Position -9534: 0
  Position -9533: 0
  Position -9532: 1
  Position -9531: 0
  Position -9530: 0
  Position -9529: 1
  Position -9528: 0
  Position -9527: 0
  Position -9526: 1
  Position -9525: 0
  Position -9524: 0
  Position -9523: 1
  Position -9522: 0
  Position -9521: 0
  Position -9520: 1
  Position -9519: 0
  Position -9518: 0
  Position -9517: 1
  Position -9516: 0
  Position -9515: 0
  Position -9514: 1
  Position -9513: 0
  Position -9512: 0
  Position -9511: 1
  Position -9510: 0
  Position -9509: 0
  Position -9508: 1
  Position -9507: 0
  Position -9506: 0
  Position -9505: 1
  Position -9504: 0
  Position -9503: 0
  Position -9502: 1
  Position -9501: 0
  Position -9500: 0
  Position -9499: 1
  Position -9498: 0
  Position -9497: 0
  Position -9496: 1
  Position -9495: 0
  Position -9494: 0
  Position -9493: 1
  Position -9492: 0
  Position -9491: 0
  Position -9490: 1
  Position -9489: 0
  Position -9488: 0
  Position -9487: 1
  Position -9486: 0
  Position -9485: 0
  Position -9484: 1
  Position -9483: 0
  Position -9482: 0
  Position -9481: 1
  Position -9480: 0
  Position -9479: 0
  Position -9478: 1
  Position -9477: 0
  Position -9476: 0
  Position -9475: 1
  Position -9474: 0
  Position -9473: 0
  Position -9472: 1
  Position -9471: 0
  Position -9470: 0
  Position -9469: 1
  Position -9468: 0
  Position -9467: 0
  Position -9466: 1
  Position -9465: 0
  Position -9464: 0
  Position -9463: 1
  Position -9462: 0
  Position -9461: 0
  Position -9460: 1
  Position -9459: 0
  Position -9458: 0
  Position -9457: 1
  Position -9456: 0
  Position -9455: 0
  Position -9454: 1
  Position -9453: 0
  Position -9452: 0
  Position -9451: 1
  Position -9450: 0
  Position -9449: 0
  Position -9448: 1
  Position -9447: 0
  Position -9446: 0
  Position -9445: 1
  Position -9444: 0
  Position -9443: 0
  Position -9442: 1
  Position -9441: 0
  Position -9440: 0
  Position -9439: 1
  Position -9438: 0
  Position -9437: 0
  Position -9436: 1
  Position -9435: 0
  Position -9434: 0
  Position -9433: 1
  Position -9432: 0
  Position -9431: 0
  Position -9430: 1
  Position -9429: 0
  Position -9428: 0
  Position -9427: 1
  Position -9426: 0
  Position -9425: 0
  Position -9424: 1
  Position -9423: 0
  Position -9422: 0
  Position -9421: 1
  Position -9420: 0
  Position -9419: 0
  Position -9418: 1
  Position -9417: 0
  Position -9416: 0
  Position -9415: 1
  Position -9414: 0
  Position -9413: 0
  Position -9412: 1
  Position -9411: 0
  Position -9410: 0
  Position -9409: 1
  Position -9408: 0
  Position -9407: 0
  Position -9406: 1
  Position -9405: 0
  Position -9404: 0
  Position -9403: 1
  Position -9402: 0
  Position -9401: 0
  Position -9400: 1
  Position -9399: 0
  Position -9398: 0
  Position -9397: 1
  Position -9396: 0
  Position -9395: 0
  Position -9394: 1
  Position -9393: 0
  Position -9392: 0
  Position -9391: 1
  Position -9390: 0
  Position -9389: 0
  Position -9388: 1
  Position -9387: 0
  Position -9386: 0
  Position -9385: 1
  Position -9384: 0
  Position -9383: 0
  Position -9382: 1
  Position -9381: 0
  Position -9380: 0
  Position -9379: 1
  Position -9378: 0
  Position -9377: 0
  Position -9376: 1
  Position -9375: 0
  Position -9374: 0
  Position -9373: 1
  Position -9372: 0
  Position -9371: 0
  Position -9370: 1
  Position -9369: 0
  Position -9368: 0
  Position -9367: 1
  Position -9366: 0
  Position -9365: 0
  Position -9364: 1
  Position -9363: 0
  Position -9362: 0
  Position -9361: 1
  Position -9360: 0
  Position -9359: 0
  Position -9358: 1
  Position -9357: 0
  Position -9356: 0
  Position -9355: 1
  Position -9354: 0
  Position -9353: 0
  Position -9352: 1
  Position -9351: 0
  Position -9350: 0
  Position -9349: 1
  Position -9348: 0
  Position -9347: 0
  Position -9346: 1
  Position -9345: 0
  Position -9344: 0
  Position -9343: 1
  Position -9342: 0
  Position -9341: 0
  Position -9340: 1
  Position -9339: 0
  Position -9338: 0
  Position -9337: 1
  Position -9336: 0
  Position -9335: 0
  Position -9334: 1
  Position -9333: 0
  Position -9332: 0
  Position -9331: 1
  Position -9330: 0
  Position -9329: 0
  Position -9328: 1
  Position -9327: 0
  Position -9326: 0
  Position -9325: 1
  Position -9324: 0
  Position -9323: 0
  Position -9322: 1
  Position -9321: 0
  Position -9320: 0
  Position -9319: 1
  Position -9318: 0
  Position -9317: 0
  Position -9316: 1
  Position -9315: 0
  Position -9314: 0
  Position -9313: 1
  Position -9312: 0
  Position -9311: 0
  Position -9310: 1
  Position -9309: 0
  Position -9308: 0
  Position -9307: 1
  Position -9306: 0
  Position -9305: 0
  Position -9304: 1
  Position -9303: 0
  Position -9302: 0
  Position -9301: 1
  Position -9300: 0
  Position -9299: 0
  Position -9298: 1
  Position -9297: 0
  Position -9296: 0
  Position -9295: 1
  Position -9294: 0
  Position -9293: 0
  Position -9292: 1
  Position -9291: 0
  Position -9290: 0
  Position -9289: 1
  Position -9288: 0
  Position -9287: 0
  Position -9286: 1
  Position -9285: 0
  Position -9284: 0
  Position -9283: 1
  Position -9282: 0
  Position -9281: 0
  Position -9280: 1
  Position -9279: 0
  Position -9278: 0
  Position -9277: 1
  Position -9276: 0
  Position -9275: 0
  Position -9274: 1
  Position -9273: 0
  Position -9272: 0
  Position -9271: 1
  Position -9270: 0
  Position -9269: 0
  Position -9268: 1
  Position -9267: 0
  Position -9266: 0
  Position -9265: 1
  Position -9264: 0
  Position -9263: 0
  Position -9262: 1
  Position -9261: 0
  Position -9260: 0
  Position -9259: 1
  Position -9258: 0
  Position -9257: 0
  Position -9256: 1
  Position -9255: 0
  Position -9254: 0
  Position -9253: 1
  Position -9252: 0
  Position -9251: 0
  Position -9250: 1
  Position -9249: 0
  Position -9248: 0
  Position -9247: 1
  Position -9246: 0
  Position -9245: 0
  Position -9244: 1
  Position -9243: 0
  Position -9242: 0
  Position -9241: 1
  Position -9240: 0
  Position -9239: 0
  Position -9238: 1
  Position -9237: 0
  Position -9236: 0
  Position -9235: 1
  Position -9234: 0
  Position -9233: 0
  Position -9232: 1
  Position -9231: 0
  Position -9230: 0
  Position -9229: 1
  Position -9228: 0
  Position -9227: 0
  Position -9226: 1
  Position -9225: 0
  Position -9224: 0
  Position -9223: 1
  Position -9222: 0
  Position -9221: 0
  Position -9220: 1
  Position -9219: 0
  Position -9218: 0
  Position -9217: 1
  Position -9216: 0
  Position -9215: 0
  Position -9214: 1
  Position -9213: 0
  Position -9212: 0
  Position -9211: 1
  Position -9210: 0
  Position -9209: 0
  Position -9208: 1
  Position -9207: 0
  Position -9206: 0
  Position -9205: 1
  Position -9204: 0
  Position -9203: 0
  Position -9202: 1
  Position -9201: 0
  Position -9200: 0
  Position -9199: 1
  Position -9198: 0
  Position -9197: 0
  Position -9196: 1
  Position -9195: 0
  Position -9194: 0
  Position -9193: 1
  Position -9192: 0
  Position -9191: 0
  Position -9190: 1
  Position -9189: 0
  Position -9188: 0
  Position -9187: 1
  Position -9186: 0
  Position -9185: 0
  Position -9184: 1
  Position -9183: 0
  Position -9182: 0
  Position -9181: 1
  Position -9180: 0
  Position -9179: 0
  Position -9178: 1
  Position -9177: 0
  Position -9176: 0
  Position -9175: 1
  Position -9174: 0
  Position -9173: 0
  Position -9172: 1
  Position -9171: 0
  Position -9170: 0
  Position -9169: 1
  Position -9168: 0
  Position -9167: 0
  Position -9166: 1
  Position -9165: 0
  Position -9164: 0
  Position -9163: 1
  Position -9162: 0
  Position -9161: 0
  Position -9160: 1
  Position -9159: 0
  Position -9158: 0
  Position -9157: 1
  Position -9156: 0
  Position -9155: 0
  Position -9154: 1
  Position -9153: 0
  Position -9152: 0
  Position -9151: 1
  Position -9150: 0
  Position -9149: 0
  Position -9148: 1
  Position -9147: 0
  Position -9146: 0
  Position -9145: 1
  Position -9144: 0
  Position -9143: 0
  Position -9142: 1
  Position -9141: 0
  Position -9140: 0
  Position -9139: 1
  Position -9138: 0
  Position -9137: 0
  Position -9136: 1
  Position -9135: 0
  Position -9134: 0
  Position -9133: 1
  Position -9132: 0
  Position -9131: 0
  Position -9130: 1
  Position -9129: 0
  Position -9128: 0
  Position -9127: 1
  Position -9126: 0
  Position -9125: 0
  Position -9124: 1
  Position -9123: 0
  Position -9122: 0
  Position -9121: 1
  Position -9120: 0
  Position -9119: 0
  Position -9118: 1
  Position -9117: 0
  Position -9116: 0
  Position -9115: 1
  Position -9114: 0
  Position -9113: 0
  Position -9112: 1
  Position -9111: 0
  Position -9110: 0
  Position -9109: 1
  Position -9108: 0
  Position -9107: 0
  Position -9106: 1
  Position -9105: 0
  Position -9104: 0
  Position -9103: 1
  Position -9102: 0
  Position -9101: 0
  Position -9100: 1
  Position -9099: 0
  Position -9098: 0
  Position -9097: 1
  Position -9096: 0
  Position -9095: 0
  Position -9094: 1
  Position -9093: 0
  Position -9092: 0
  Position -9091: 1
  Position -9090: 0
  Position -9089: 0
  Position -9088: 1
  Position -9087: 0
  Position -9086: 0
  Position -9085: 1
  Position -9084: 0
  Position -9083: 0
  Position -9082: 1
  Position -9081: 0
  Position -9080: 0
  Position -9079: 1
  Position -9078: 0
  Position -9077: 0
  Position -9076: 1
  Position -9075: 0
  Position -9074: 0
  Position -9073: 1
  Position -9072: 0
  Position -9071: 0
  Position -9070: 1
  Position -9069: 0
  Position -9068: 0
  Position -9067: 1
  Position -9066: 0
  Position -9065: 0
  Position -9064: 1
  Position -9063: 0
  Position -9062: 0
  Position -9061: 1
  Position -9060: 0
  Position -9059: 0
  Position -9058: 1
  Position -9057: 0
  Position -9056: 0
  Position -9055: 1
  Position -9054: 0
  Position -9053: 0
  Position -9052: 1
  Position -9051: 0
  Position -9050: 0
  Position -9049: 1
  Position -9048: 0
  Position -9047: 0
  Position -9046: 1
  Position -9045: 0
  Position -9044: 0
  Position -9043: 1
  Position -9042: 0
  Position -9041: 0
  Position -9040: 1
  Position -9039: 0
  Position -9038: 0
  Position -9037: 1
  Position -9036: 0
  Position -9035: 0
  Position -9034: 1
  Position -9033: 0
  Position -9032: 0
  Position -9031: 1
  Position -9030: 0
  Position -9029: 0
  Position -9028: 1
  Position -9027: 0
  Position -9026: 0
  Position -9025: 1
  Position -9024: 0
  Position -9023: 0
  Position -9022: 1
  Position -9021: 0
  Position -9020: 0
  Position -9019: 1
  Position -9018: 0
  Position -9017: 0
  Position -9016: 1
  Position -9015: 0
  Position -9014: 0
  Position -9013: 1
  Position -9012: 0
  Position -9011: 0
  Position -9010: 1
  Position -9009: 0
  Position -9008: 0
  Position -9007: 1
  Position -9006: 0
  Position -9005: 0
  Position -9004: 1
  Position -9003: 0
  Position -9002: 0
  Position -9001: 1
  Position -9000: 0
  Position -8999: 0
  Position -8998: 1
  Position -8997: 0
  Position -8996: 0
  Position -8995: 1
  Position -8994: 0
  Position -8993: 0
  Position -8992: 1
  Position -8991: 0
  Position -8990: 0
  Position -8989: 1
  Position -8988: 0
  Position -8987: 0
  Position -8986: 1
  Position -8985: 0
  Position -8984: 0
  Position -8983: 1
  Position -8982: 0
  Position -8981: 0
  Position -8980: 1
  Position -8979: 0
  Position -8978: 0
  Position -8977: 1
  Position -8976: 0
  Position -8975: 0
  Position -8974: 1
  Position -8973: 0
  Position -8972: 0
  Position -8971: 1
  Position -8970: 0
  Position -8969: 0
  Position -8968: 1
  Position -8967: 0
  Position -8966: 0
  Position -8965: 1
  Position -8964: 0
  Position -8963: 0
  Position -8962: 1
  Position -8961: 0
  Position -8960: 0
  Position -8959: 1
  Position -8958: 0
  Position -8957: 0
  Position -8956: 1
  Position -8955: 0
  Position -8954: 0
  Position -8953: 1
  Position -8952: 0
  Position -8951: 0
  Position -8950: 1
  Position -8949: 0
  Position -8948: 0
  Position -8947: 1
  Position -8946: 0
  Position -8945: 0
  Position -8944: 1
  Position -8943: 0
  Position -8942: 0
  Position -8941: 1
  Position -8940: 0
  Position -8939: 0
  Position -8938: 1
  Position -8937: 0
  Position -8936: 0
  Position -8935: 1
  Position -8934: 0
  Position -8933: 0
  Position -8932: 1
  Position -8931: 0
  Position -8930: 0
  Position -8929: 1
  Position -8928: 0
  Position -8927: 0
  Position -8926: 1
  Position -8925: 0
  Position -8924: 0
  Position -8923: 1
  Position -8922: 0
  Position -8921: 0
  Position -8920: 1
  Position -8919: 0
  Position -8918: 0
  Position -8917: 1
  Position -8916: 0
  Position -8915: 0
  Position -8914: 1
  Position -8913: 0
  Position -8912: 0
  Position -8911: 1
  Position -8910: 0
  Position -8909: 0
  Position -8908: 1
  Position -8907: 0
  Position -8906: 0
  Position -8905: 1
  Position -8904: 0
  Position -8903: 0
  Position -8902: 1
  Position -8901: 0
  Position -8900: 0
  Position -8899: 1
  Position -8898: 0
  Position -8897: 0
  Position -8896: 1
  Position -8895: 0
  Position -8894: 0
  Position -8893: 1
  Position -8892: 0
  Position -8891: 0
  Position -8890: 1
  Position -8889: 0
  Position -8888: 0
  Position -8887: 1
  Position -8886: 0
  Position -8885: 0
  Position -8884: 1
  Position -8883: 0
  Position -8882: 0
  Position -8881: 1
  Position -8880: 0
  Position -8879: 0
  Position -8878: 1
  Position -8877: 0
  Position -8876: 0
  Position -8875: 1
  Position -8874: 0
  Position -8873: 0
  Position -8872: 1
  Position -8871: 0
  Position -8870: 0
  Position -8869: 1
  Position -8868: 0
  Position -8867: 0
  Position -8866: 1
  Position -8865: 0
  Position -8864: 0
  Position -8863: 1
  Position -8862: 0
  Position -8861: 0
  Position -8860: 1
  Position -8859: 0
  Position -8858: 0
  Position -8857: 1
  Position -8856: 0
  Position -8855: 0
  Position -8854: 1
  Position -8853: 0
  Position -8852: 0
  Position -8851: 1
  Position -8850: 0
  Position -8849: 0
  Position -8848: 1
  Position -8847: 0
  Position -8846: 0
  Position -8845: 1
  Position -8844: 0
  Position -8843: 0
  Position -8842: 1
  Position -8841: 0
  Position -8840: 0
  Position -8839: 1
  Position -8838: 0
  Position -8837: 0
  Position -8836: 1
  Position -8835: 0
  Position -8834: 0
  Position -8833: 1
  Position -8832: 0
  Position -8831: 0
  Position -8830: 1
  Position -8829: 0
  Position -8828: 0
  Position -8827: 1
  Position -8826: 0
  Position -8825: 0
  Position -8824: 1
  Position -8823: 0
  Position -8822: 0
  Position -8821: 1
  Position -8820: 0
  Position -8819: 0
  Position -8818: 1
  Position -8817: 0
  Position -8816: 0
  Position -8815: 1
  Position -8814: 0
  Position -8813: 0
  Position -8812: 1
  Position -8811: 0
  Position -8810: 0
  Position -8809: 1
  Position -8808: 0
  Position -8807: 0
  Position -8806: 1
  Position -8805: 0
  Position -8804: 0
  Position -8803: 1
  Position -8802: 0
  Position -8801: 0
  Position -8800: 1
  Position -8799: 0
  Position -8798: 0
  Position -8797: 1
  Position -8796: 0
  Position -8795: 0
  Position -8794: 1
  Position -8793: 0
  Position -8792: 0
  Position -8791: 1
  Position -8790: 0
  Position -8789: 0
  Position -8788: 1
  Position -8787: 0
  Position -8786: 0
  Position -8785: 1
  Position -8784: 0
  Position -8783: 0
  Position -8782: 1
  Position -8781: 0
  Position -8780: 0
  Position -8779: 1
  Position -8778: 0
  Position -8777: 0
  Position -8776: 1
  Position -8775: 0
  Position -8774: 0
  Position -8773: 1
  Position -8772: 0
  Position -8771: 0
  Position -8770: 1
  Position -8769: 0
  Position -8768: 0
  Position -8767: 1
  Position -8766: 0
  Position -8765: 0
  Position -8764: 1
  Position -8763: 0
  Position -8762: 0
  Position -8761: 1
  Position -8760: 0
  Position -8759: 0
  Position -8758: 1
  Position -8757: 0
  Position -8756: 0
  Position -8755: 1
  Position -8754: 0
  Position -8753: 0
  Position -8752: 1
  Position -8751: 0
  Position -8750: 0
  Position -8749: 1
  Position -8748: 0
  Position -8747: 0
  Position -8746: 1
  Position -8745: 0
  Position -8744: 0
  Position -8743: 1
  Position -8742: 0
  Position -8741: 0
  Position -8740: 1
  Position -8739: 0
  Position -8738: 0
  Position -8737: 1
  Position -8736: 0
  Position -8735: 0
  Position -8734: 1
  Position -8733: 0
  Position -8732: 0
  Position -8731: 1
  Position -8730: 0
  Position -8729: 0
  Position -8728: 1
  Position -8727: 0
  Position -8726: 0
  Position -8725: 1
  Position -8724: 0
  Position -8723: 0
  Position -8722: 1
  Position -8721: 0
  Position -8720: 0
  Position -8719: 1
  Position -8718: 0
  Position -8717: 0
  Position -8716: 1
  Position -8715: 0
  Position -8714: 0
  Position -8713: 1
  Position -8712: 0
  Position -8711: 0
  Position -8710: 1
  Position -8709: 0
  Position -8708: 0
  Position -8707: 1
  Position -8706: 0
  Position -8705: 0
  Position -8704: 1
  Position -8703: 0
  Position -8702: 0
  Position -8701: 1
  Position -8700: 0
  Position -8699: 0
  Position -8698: 1
  Position -8697: 0
  Position -8696: 0
  Position -8695: 1
  Position -8694: 0
  Position -8693: 0
  Position -8692: 1
  Position -8691: 0
  Position -8690: 0
  Position -8689: 1
  Position -8688: 0
  Position -8687: 0
  Position -8686: 1
  Position -8685: 0
  Position -8684: 0
  Position -8683: 1
  Position -8682: 0
  Position -8681: 0
  Position -8680: 1
  Position -8679: 0
  Position -8678: 0
  Position -8677: 1
  Position -8676: 0
  Position -8675: 0
  Position -8674: 1
  Position -8673: 0
  Position -8672: 0
  Position -8671: 1
  Position -8670: 0
  Position -8669: 0
  Position -8668: 1
  Position -8667: 0
  Position -8666: 0
  Position -8665: 1
  Position -8664: 0
  Position -8663: 0
  Position -8662: 1
  Position -8661: 0
  Position -8660: 0
  Position -8659: 1
  Position -8658: 0
  Position -8657: 0
  Position -8656: 1
  Position -8655: 0
  Position -8654: 0
  Position -8653: 1
  Position -8652: 0
  Position -8651: 0
  Position -8650: 1
  Position -8649: 0
  Position -8648: 0
  Position -8647: 1
  Position -8646: 0
  Position -8645: 0
  Position -8644: 1
  Position -8643: 0
  Position -8642: 0
  Position -8641: 1
  Position -8640: 0
  Position -8639: 0
  Position -8638: 1
  Position -8637: 0
  Position -8636: 0
  Position -8635: 1
  Position -8634: 0
  Position -8633: 0
  Position -8632: 1
  Position -8631: 0
  Position -8630: 0
  Position -8629: 1
  Position -8628: 0
  Position -8627: 0
  Position -8626: 1
  Position -8625: 0
  Position -8624: 0
  Position -8623: 1
  Position -8622: 0
  Position -8621: 0
  Position -8620: 1
  Position -8619: 0
  Position -8618: 0
  Position -8617: 1
  Position -8616: 0
  Position -8615: 0
  Position -8614: 1
  Position -8613: 0
  Position -8612: 0
  Position -8611: 1
  Position -8610: 0
  Position -8609: 0
  Position -8608: 1
  Position -8607: 0
  Position -8606: 0
  Position -8605: 1
  Position -8604: 0
  Position -8603: 0
  Position -8602: 1
  Position -8601: 0
  Position -8600: 0
  Position -8599: 1
  Position -8598: 0
  Position -8597: 0
  Position -8596: 1
  Position -8595: 0
  Position -8594: 0
  Position -8593: 1
  Position -8592: 0
  Position -8591: 0
  Position -8590: 1
  Position -8589: 0
  Position -8588: 0
  Position -8587: 1
  Position -8586: 0
  Position -8585: 0
  Position -8584: 1
  Position -8583: 0
  Position -8582: 0
  Position -8581: 1
  Position -8580: 0
  Position -8579: 0
  Position -8578: 1
  Position -8577: 0
  Position -8576: 0
  Position -8575: 1
  Position -8574: 0
  Position -8573: 0
  Position -8572: 1
  Position -8571: 0
  Position -8570: 0
  Position -8569: 1
  Position -8568: 0
  Position -8567: 0
  Position -8566: 1
  Position -8565: 0
  Position -8564: 0
  Position -8563: 1
  Position -8562: 0
  Position -8561: 0
  Position -8560: 1
  Position -8559: 0
  Position -8558: 0
  Position -8557: 1
  Position -8556: 0
  Position -8555: 0
  Position -8554: 1
  Position -8553: 0
  Position -8552: 0
  Position -8551: 1
  Position -8550: 0
  Position -8549: 0
  Position -8548: 1
  Position -8547: 0
  Position -8546: 0
  Position -8545: 1
  Position -8544: 0
  Position -8543: 0
  Position -8542: 1
  Position -8541: 0
  Position -8540: 0
  Position -8539: 1
  Position -8538: 0
  Position -8537: 0
  Position -8536: 1
  Position -8535: 0
  Position -8534: 0
  Position -8533: 1
  Position -8532: 0
  Position -8531: 0
  Position -8530: 1
  Position -8529: 0
  Position -8528: 0
  Position -8527: 1
  Position -8526: 0
  Position -8525: 0
  Position -8524: 1
  Position -8523: 0
  Position -8522: 0
  Position -8521: 1
  Position -8520: 0
  Position -8519: 0
  Position -8518: 1
  Position -8517: 0
  Position -8516: 0
  Position -8515: 1
  Position -8514: 0
  Position -8513: 0
  Position -8512: 1
  Position -8511: 0
  Position -8510: 0
  Position -8509: 1
  Position -8508: 0
  Position -8507: 0
  Position -8506: 1
  Position -8505: 0
  Position -8504: 0
  Position -8503: 1
  Position -8502: 0
  Position -8501: 0
  Position -8500: 1
